,text,label
1665,12 35 82 160 103 156 118 53 856 856 2 27 37 50 15 2 389 4 8 35 99 265 2 36 986 15 329 82 160 70 138 53 74 154 9 2966 392 2 569 56 39 357 2 241 152 693 387 297 413 973 15 4 8 35 198 52 132 323 2 17 36 15 493 45 224 1040 213 459 18 143 156 159 1102 857 478 335 160 153 29 34 31 25 153 33 492 804 582 442 472 49 39 18 56 12 35 36 37 357 260 73 1741 767 15 87 72 2 127 151 241 152 576 1539 15 107 124 47 429 206 206 185 185 240 591 408 35 36 15 241 268 82 126 219 468 4 351 885 134 802 76,1
1666,127 151 85 766 1 5 17,0
1667,13 17 2 8 110 2458 2160 504 312 258 39 13 99 265 504 125 242 3835 43 29 16 34 31,1
1668,5 17 56 15 365 47 85 262,0
1669,18 12 87 44 1782 181 8 74 48 12 19 5 4 1440 581 434 617 3 262 392 238 434 9 128 66 583 3 164 1031 63 94 73 244 72 39 4 5 66 2,1
1670,60 1200 490 729 1116 2 63 149 146 23 7 12 110 1 75 96 86 59 160 363 397 475 1 176 320 4 1525 64 26 4 281 508 6,0
1671,383 59 232 150 68 1 312 150 39 9 737 63 1 96 5 271 580 10,0
1672,56 172 37 364 183 264 1 2 389 370 221 487 203 231 231 75 5 370 221 156 432 56 231 231 56 37 1255 149 5 66 231 231,1
1673,11 2 354 193 147 321 61 142 222 61 142 194 159 203 1 61 61 321 61 137 222 142 137 194 1197 1213 26 18 440 230 6 326 263 50 222 801 160 181 122 471 492 10 3 11 13 1165 1534 10 26 50 529 1408 104 252 1330 6 11 44 1519 1282 46 106 1 42 58 529 1408 5 44 37 84 69 1 125 17 20 190 32 5 37 7 6,0
1674,5 66 1 272 212 4 83 110 95 243 229 247 6,1
1675,297 101 277 5 895 1 50 17 2 9 274 226 1 11 32 4 24 57 274 226 182 23 2 48 48 51 125 518 26 4 291 161 7 48 48,0
1676,2794 77 919 779 1 564 44 2 5 646 646 4 1003 848 297 899 372 1 26 9 1275 378 297 968 1367 6 642 27 88 200 2 36 1 198 52 8 240 6,1
1677,253 8 19 96 58 47 166 115 394 700 74 37 2 155 116,1
1678,83 8 247 247 174 1982 90 2025 46 941 178 17 217 20 18 719 90 8 97 1 101 670 38 11 215 99 371 45 121 30 9 96 28 12 8 561 386 375 7 6 103 152 121 1 74 857 58 985 695 2181 772 882 235 106 1 20 4 60 7 74 754 808 79 168 439 474 233 2 157 427 589 486 307 158 6 44 4 5 781 314 213 459 740 1260 1 83 51 776 139 2 5 52 7 6 98 186 1 312 152 11 50 126 219 80 92 157 427 589 486 307 158 1 725 236 156 89 20 78 13 869 2179 452 5 2483 6 75 4 1 11 104 100 89 218 7 260 157 427 589 486 307 158 218 770 242 1982 90 2025 6 11 23 5 172 83 49 2 318 585 1 12 395 5 243 551 11 940 837 157 427 589 486 307 158 6 45 121 58 1 236 156 1795 78 38 1 50 172 111 49 220 2 201 1 11 355 172 157 427 589 486 307 158 1 100 89 215 99 5 425 52 87 72 2 27 277 6 11 385 880 102 425 52 305 1272 2 317 983 1982 90 2025 46 941 1 1275 699 1003 848 2 597 1218 713 1 26 9 1608 523 1889 1661 2 1118 929 90 113 984 139 2266 2266 2 731 3455 3069 231 231 152 49 91 2 624 5 271 580 406 42 1121 1300 1300 2 81 508 27 78 56 38 174 46 941 178 12 19 12 40 759 703 2 753 1186 6 828 202 5 4 305 144 229 187 1 282 292 4 38 484 815 2 762 187 6 12 19 753 1186 85 57 108 475 1 35 37 5 282 292 56 18 12 165 204 108 200 244 131 87 6 77 18 235 103 172 37 1 541 7 174 1689 772 27 1 427 589 10 178 123 223 1 143 11 435 400 125 416 2 20 4 12 8 561 174 1982 90 2025 46 941 178 7 6 1982 90 2025 12 19 344 238 35 37 215 99 588 429 1081 90 613 195 1 12 8 561 174 1982 90 2025 46 941 178 1 166 12 19 647 276 427 52 83 40 159 200 1 83 40 9 998 9 1320 6 667 164 4 597 1218 713 12 97 638 100 2 49 220 1 516 396 88 184 1 516 396 268 538 6 11 189 592 955 425 12 4 19 1123 1247 647 276 6 50 28 12 87 1 20 44 88 428 38 484 7 6 11 96 59 305 144 229 63 1 395 30 9 107 280 883 712 2 27 144 127 1278 6 152 102 1 32 493 11 2 305 144 205 394 9 679 1 88 86 5 28 229 63 2 536 1049 6 75 4 1 11 44 50 1 38 484 2225 1441 7 647 276 218 45 2 88 184 73 27 286 10 57 144 2 403 77 303 572 648 10,0
1679,11 56 59 7 10 26 5 66 10 46 106 39 37 466 466 227 376 376,1
1680,13 80 92 12 165 243 131 1 120 43 16 120 25 43 141 289 3299 2 267 603 642 11 685 263 6 75 20 216 131 37 357 1 5 4 13 17 6 96 2 305 256 4 572 1299 358 1 374 484 2 385 4 418 368 358,1
1681,11 56 2 4 1230 1184 73 153 29 34 31 25 153 33 3 70 16 31 29 21 3 112 54 21 141 16 43 15 474 233 395 30 9 114 40 163 180 1 96 271 580 2 1 98 186 78 352 58 13 210 20 9 27 167 68 38 545 7 1 5 56 1169 352 1 364 183 264 2 1 11 86 52 12 97 23 364 17 2 6,1
1682,77 18 334 81 5 47 330 96 95 173 7 1 5 145 130 114 40 229 228 290 67 94 129 38 26 4 9 163 180 10,0
1683,771 213 407 159 257 2 13 17 1 166 11 351 885 1536 802 1 75 4 36 2 254 433 134 122 662 841 1 36 647 26 608 7 1 88 86 217 430 55 8 97 6 11 86 52 217 771 213 2 36 1 20 218 282 292 254 433 289 387 1 12 97 73 127 151 182 1893 281 596 10,1
1684,531 212 487 259 963 523 1 75 4 26 364 750 101 2 1 314 11 616 2392 28 195 38 26 550 97 47 433 109,1
1685,17 300 304 10,1
1686,305 144 20 638 771 977 1066 1 57 108 42 133 2 801 108 1 270 35 42 133 2 2246 619 195 1 77 18 159 368 18 204 535 899 221 747 108 2 1718 981 74 1 126 2247 60 174 46 915 619 108 178 1 5 59 12 19 753 1186 117 9 57 108 27 619 182 78 12 97 638 10 10 10 619 237 753 1186 222 224 792 575 64 10 3 3 3 3 3 12 4 8 19 126 1173 113 126 1192 113 126 1160 126 2456 2 619 939 1 80 92 1160 849 73 430 1546 10 82 57 108 1 430 1546 505 507 10 82 935 204 1 430 1546 603 553 10 3 3 3 3 3 12 4 8 19 80 92 126 241 1257 736 2 619 939 1 214 502 39 5 1333 149 592 10 1724 280 1096 1160 126 219 4 125 536 251 2 619 939 287 906 442 1 117 9 298 272 1490 182 78 107 280 126 1173 275 10 10 10 3 3 3 3 3 12 19 619 939 1 80 92 970 734 1003 848 2 57 108 27 10 18 606 1649 78 38 1 1009 172 174 381 393 709 4 915 108 2 178 463 256 1 18 1077 787 2 111 363 566 87 1 576 501 661 38 257 169 174 57 108 27 5 44 863 1270 178 1 6 18 1689 772 250 350 566 223 72 1 257 169 174 57 108 27 5 493 255 377 178 1 218 9 746 179 1 8 19 1575 277 363 566 576 501 661 38 1 435 169 90 398 545 1 51 4 214 502 2 463 256 383 203 7 977 1066 2248 2249 144 1 57 237 1021 334 1553 2 348 217 544 102 4 8 117 393 1184 10 10 10 10 3 11 5 192 393 1 60 114 40 57 108 27 44 445 915 10 3 3 3 3 3 11 103 415 163 1 46 915 619 108 73 46 270 35 1381 108 18 256 225 73 836 203 38 9 114 40 645 212 10 10 10,0
1687,382 201 184 358 251 39 26 5 66 14 3 11 181 18 24 14,1
1688,93 170 13 221 370 1 5 59 20 4 701 1076 963 730 9 79 523 1 75 773 462 4 732 338 2 361,1
1689,235 681 38 72 2 175 296 163 180 10 152 102 9 350 10 11 39 23 185 7 10,0
1690,456 834 271 580 190 23 227 1 9 8 234 38 152 2 88 86,0
1691,409 418 2 96 12 110 250 295 1 681 799 20 78 8 79 8 79 195 1572 77 65 37,1
1692,18 204 108 1 469 21 53 266 33 25 34 215 99 203 7 95 200 303 156 2 356 344 375 1 189 592 4 2320 657 286 195 314 109 60 940 837 159 2 336 639 6 536 79 222 185 72 113 416 377 113 683 1602 113 665 180 432 180 747 45 1 370 221 336 156 32 370 221 160 126 156 1 144 1366 805 467 13 45 1 183 264 255 8 706 416 377 940 837 6 573 79 287 51 47 32 325 536 79 275 222 392 156 38 134 122 2 1019 1615 1 12 32 4 30 9 690 225 2 201 1 154 9 230 320 277 230 2 857 492 39 9 12 19 163 180 6 75 4 198 52 355 1070 2 4 1 240 12 35 36 1 640 572 5 44 614 291 18 392 156 387 358 87 72 1 98 4 44 230 260 440 230 183 225 2 277 230 229 228 4 114 40 6 104 107 50 357 28 18 488 94 87 2 95 306 254 365 2 49 220 1 13 151 479 314 3887 129 569 325 624 52 903 348 707 611 1 75 4 107 124 18 442 325 133 407 283 277 230 689 738 624 271 580 78 615 816 52 45 6 520 223 1 188 232 55 297 188 380 55 123 237 241 209 7 371 189 121 1 127 151 73 589 405 38 39 9 8 128 489 427 1 104 107 50 188 380 55 57 39 4 56 224 597 373 1 188 232 55 57 32 143 65 7 33 29 373 2 403 658 405 6 188 232 55 57 26 322 377 7 8 128 2501 249 442 325 2 127 151 1 370 282 442 325 81 49 356 2 564 44 6,1
1693,88 86 217 4 526 27 10 94 129 30 83 40 17 10,0
1694,24 7 118 53 31 58 15 5 2 5 869 1459 244 106 883 712 2 103 400 303 76 244 225 13 332 193 15 324 124 134 1196 76,1
1695,11 759 126 146 576 948 77 306 96 2 267 285 78 15 26 23 2 118 29 112 1064 15 1352 18 57 1390 188 540 824 15 241 152 586 15 342 102 57 709 838 631 1260 63 551 324 124 537 209 15 51 627 7 111 118 2 204 792 1525 63 15 75 77 306 24 455 100 26 4 411 70 118 87 8 97 1360 15 660 521 972 766 83 97 614 1138 15 609 151 880 102 614 27 14 107 124 5 56 1115 713 451 1 100 2 63 149 218 322 204 1134 200 96 10 10 10 23 181 55 198 52 10 10 10,1
1696,71 41 41 147 121 71 269 71 61 270 132 28 116 81 152 90 105 77 116 81 62 25 54 31 637 291 708 1 99 232 438 558 482 629 702 728 4 62 25 54 31 637 657 967 1 84 69 2 326 263 919 779 214 90 58 143 11 95 173 681 418 1 288 124 436 333 30 9 330 28 538 406 95 173 6 47 5 47 260 599 163 180 4 8 183 72 1 84 69 2 326 263 1048 1167 519 338 179 632 4 13 9 8 278 1 325 11 632 1527 1 42 58 5 78 190 18 175 38 261 23 95 64 341 135 7 1 20 325 23 32 5 18 84 69 23 7 6,0
1697,61 41 269 870 23 2 242 108 179 241 81 1 20 4 12 19 22 239 41 1 1042 2278 324 124 5 66 1 26 9 8 128 199 2 365 47 32 143 11 390 37 185 199 2 88 86 1 611 185 738 985 330 113 609 911 210 545 114 40 2 1 13 9 187 399 6,1
1698,433 755 406 2349 65 401 1308 2795 203 1012 633 555 97 319 185 1335 126 219 244 151 959 1014 163 133 492 189 130 2099 11 1282 1428 2149 45 1241 303 186 24 795 27 694 509 1771,0
1699,24 7 12 36 1 166 11 5 1256 103 172 41 197 121 301 269 24 2 8 864 199 1083 157 177 398 174 205 427 178 222 1228 480 1552 205 426 1118 613 918 395 261 158 6 229 37 12 36 87 355 28 2 223 108 205 331 477 23 657 212 108 205 697 887 42 658 28 1151 373 292 108 962 8 983 1612 2 99 969 2 77 400 1 18 11 89 57 108 215 99 38 267 7 5 995 8 434 7 6 199 1083 87 357 28 225 108 2 205 426 1356 348 1118 613 918 37 57 108 132 261 562 46 1028 388 2 205 426 981 777 1 246 98 1062 339 658 28 1151 373 292 1028 388 205 93 2 353 2 6 18 1548 1589 177 398 123 133 1 1118 613 918 42 164 174 2205 93 132 261 178 1599 1721 7 932 948 113 509 494 113 90 1274 251 787 388 205 426 331 477 1 8 183 806 23 1 8 183 806 350 1 30 2628 10 10 75 12 128 787 388 2 388 619 228 205 2 800 93 1286 259 85 46 1 215 99 18 869 1459 222 174 78 5 78 11 89 56 5 172 205 7 178 67 12 150 1118 613 918 18 177 398 685 3686 1 152 1410 160 921 1693 2 619 159 187 531 6 75 642 27 961 1463 2 4 1 520 8 108 670 205 426 1356 348 57 225 205 426 32 215 18 945 1092 1161 948 368 2056 1 164 58 411 169 2 51 4 1619 604 205 426 113 398 170 535 205 426 251 8 1476 108 670 205 426 331 477 140 6 1309 10 3 3 3 3 77 107 333 114 40 39 18 800 93 1 18 271 499 46 156 205 397 921 1317 940 837 57 139 334 538 1976 2715 24 37 1 174 205 4 104 47 887 218 311 309 2 635 829 341 397 1 30 9 538 406 27 47 18 12 306 300 304 57 646 42 1532 457 179 1475 598 65 77 6 65 105 79 176 320 107 406 181 389 1 107 124 18 59 492 57 1200 490 697 341 427 77 73 1729 2392 196 3687 1601 2 1277 161 316 543 1 331 747 893 3688 972 468 203 60 319 42 1735 732 2 1963 1964 135 6 178 3 3 3 3 12 18 1245 991 1800 251 195 20 9 59 336 1191 6 18 35 36 57 20 9 357 28 222 622 174 108 670 331 812 263 426 178 836 1605 655 130 1 1092 1533 656 331 477 18 460 513 562 195 919 196 825 205 263 426 59 492 57 1 9 49 641 203 46 1008 433 27 291 397 6 18 1245 991 1800 2 444 862 584 1 1092 1533 656 331 477 42 355 224 324 851 60 554 1 260 2687 46 1008 433 27 1 102 58 190 9 441 720 195 248 199 2687 3225 164 57 2 8 165 194 6 18 678 369 2401 2 930 412 779 597 1711 535 597 1 554 1092 1533 656 331 477 2 64 331 477 678 1706 597 678 369 2401 331 477 330 571 292 388 825 205 315 528 58 1 185 315 528 1016 433 27 392 554 301 239 41 41 27 1836 920 28 207 41 41 41 27 1 314 1836 920 2 1016 433 57 46 165 194 27 625 174 126 806 417 1407 178 440 230 1 164 417 1407 486 554 388 921 152 749 73 678 1706 597 678 369 2401 331 477 812 236 65 697 916 961 6 610 571 678 1706 597 678 369 2401 331 477 247 753 329 58 37 253 762 641 7 392 640 19 199 2 433 109 81 78 1 75 101 670 38 83 128 39 4 671 337 221 236 433 286 94 478 137 48 239 19 269 472 1 395 186 5 47 898 351 485 1423 113 417 1407 251 893 535 404 943 6 61 147 147 147 121 207 269 1 435 259 862 177 606 918 322 658 388 2 825 205 397 433 27 89 1009 191 1238 433 1 44 490 394 251 2 433 697 404 943 1 395 44 490 57 995 292 388 205 1648 9 475 221 236 1 918 322 658 388 388 381 1407 1058 3689 287 33 119 22 29 141 25 33 25 275 60 280 2148 546 7 292 388 205 571 230 81 1332 983 578 2 1016 426 6 3 3 3 3 107 333 1 205 93 163 180 215 468 921 1693 113 46 331 477 113 331 747 56 601 232 179 1325 377 8 306 1150 2526 123 57 6 280 36 593 649 2 17 45 201 101 91 4 166 27 869 139 200 1916 1 240 58 298 161 57 108 18 185 797 475 689 738 74 47 18 205 697 887 363 135 475 2 163 180 38 47 485 372 588 429 2 271 1070 1 152 102 12 8 202 492 259 38 32 37 887 160 57 108 46 747 2 1507 1070 6,1
1700,13 5 66 1 272 212 80 92 1045 2 189 317 374 285 6,1
1701,134 122 5 66 1 2031 486 11 327 496 1703 1099 1 36 2 94 129 134 122 17,1
1702,11 61 301 321 57 754 74 354 193 208 40 61 197 321 57 754 26 5 105 68 67 169 114 40 49 220 28 140 67 84 69 9 30 9 324 851 140 67,0
1703,312 8 317 155 11 39 13 80 92 1 75 4 60 114 40 30 9 305 144 155 375 290 67 946 11 44 18 175 38 1442 805 6 26 9 1 3118 18 62 21 112 112 141 3 16 34 31 29 34 120 58 72 2 83 317 155 638 114 40 344 238 140 67,1
1704,5 80 92 194 491,0
1705,47 644 450 28 61 147 197 301 121 558 32 843 199 121 63 149 78 229 136 216 1 349 584 1161 630 1088 2 6,0
1706,132 28 49 1 196 136 215 99 211 168 7 1 12 234 68 277 32 47 65 1197 140 67 10,0
1707,223 457 582 442 26 4 5 66 2 1 408 279 367 56 74 37 88 86 26 191 1 20 4 247 63 85 111 7 1 18 223 72 308 4 96 5 28,1
1708,17 140 17 140,0
1709,44 127 151 30 127 151 1 44 144 698 30 144 698 6,0
1710,77 18 576 948 17 45 195 183 39 350 137 41 41 41 7 1 84 69 5 210 79 218 199 170 93 30 1369 791 536 1049 7 1 218 406 688 842 175 38 117 350 137 71 147 147,1
1711,174 29 3 54 25 118 16 3 141 16 33 22 16 43 31 21 141 178 3 298 161 70 141 3 33 62 25 43 29 22 3 33 22 25 43 141 3 51 42 210 79 467 377,1
1712,874 788 126 268 1 770 807 37 1663 10 200 88 904 1658 1 998 2125 3920 3921 76 904 155 770 733 1 155 733 874 788 10,1
1713,84 69 208 40 213 4 12 97 140 1 50 9 68 7 1 38 37 8 24 26 4 30 68 10 91 620 621,0
1714,57 335 1554 125 45 182 61 197 41,0
1715,5 4 881 217 1 327 69 881 217 6 134 122 80 92 193 213 1451 64 6 100 2 328 36 134 122 2 17 6,0
1716,298 161 47 96 28 197 41 121 356 548 3 474 233 2 95 386 55,0
1717,308 279 37 50 26 4 13 5 66 2 1 198 52 8 355 2 20 4 83 19 156 432 81 365 47 91 2 13 5 66 1 57 305 144 238 434 51 42 587 264 703 383 1 17 217 388 72 38 13 262 9 12 234 341 135 6,1
1718,85 229 2 84 69 167 68 447 743 94 85 574 1 3 1155 84 69 2 911 1 4 84 69 2 1576 1625 6,0
1719,36 364 264 412 2 1 28 2 32 364 210 2 6 421 372 1 117 4 36 104 252 262 1 58 37 23 2 36 39 4 246 164 100 195 183 23 2 6 154 42 23 36 2 1170 194 5 47 39 1170 18 12 19 175 629 38 6,1
1720,2118 2253 3 2040 634 3 343 3843 136 222 298 161 12 352 300 304 87 2 853 2445 232 44 743 8 19 39 5 44 262 10 5 102 20 30 9 132 323 329 2 93 198 7,1
1721,386 55 2 4 274 1178 2 126 334 1164 1834 1 30 9 256 63 14 14 14 14 14 12 19 4 270 35 229 37 2 467 1982 1 51 627 5 145 130 332 279 55 62 3 503 492 259 9 45 262 6,1
1722,30 9 103 28 1743 1239 2091 285 155 32 13 5 66 290,1
1723,23 7 189 35 12 19 315 525 2 14 61 41 294 42 74 2 49 220 515 672 185 132 7,1
1724,342 102 50 204 262 343 142 87 51 42 152 892 892 32 51 42 152 616 616 4 5 66 15 75 4 300 304 246 312 269 398 824 442 748 489 203 7 312 529 398 824 442 748 15 12 97 1111 381 7 300 304 255 259 15 318 213 470 90 39 24 5 28 19 288 124 14 3 3 244 72 30 207 254 2 83 40 17 24 3 3 93 170 26 4 1004 309,0
1725,13 17 56 1 5 194 121 1666 514 2 1 11 892 892 73 11 725 362 296 39 56 12 352 6,1
1726,63 13 574 15 96 172 37 88 86 209 14,0
1727,194 1618 851 574 1 117 47 56 111 111 2 1845 494 24 1 233 46 7 20 5 271 580 7 14 14 14 3090,0
1728,576 501 350 52 9 79 1192 110,0
1729,8 168 439 86 52 63 149 13 8 402 2 50 58 37 523 523 2 900 387 146 96 313 2 247 63 13 691 1116 3 271 199 308 143 27 390 37 8 234 5 236 2 88 86 346 86 324 124 13 17 166 11 89 2 139 184 78 246 291 850 57 705 65 37 793 567 210 149 123 1113 166 139 708 233 816 2 155 258 13 80 92 729 1116 2 247 63,1
1730,91 2 13 291 161 1 35 37 4 103 450 28 8 128 355 224 1924 340 2 183 225 1 75 4 385 37 37 235 235 24 109 179 318 722 256 483 1 416 377 802 65 2 711 192 100 2 230 320 1 385 30 9 33 25 54 119 22 29 25 34 1 101 56 2 53 21 33 16 5 45 1 186 45 470 1767 316 1 408 35 36 516 396 169 109 179 82 536 69 159 368 2 350 722 1 24 37 108 27 2 940 837 45 470 927 365 586 535 1 1377 1663 177 183 457 79 1 291 161 1 291 161 6,0
1731,636 140 48 45 262 284 140 67,0
1732,60 406 236 352 3 151 129 111 2 104 151 129 46 2 309 273,0
1733,123 133 23 59 607 340 55 2 1 13 8 402 1 166 11 13 291 161 6 253 23 7 548 235 679 202 55 1 12 182 638 11 104 252 396 187 6 298 161 42 58 607 340 55 5 44 83 40 1308 3281 7 1 23 2 13 5 198 6,1
1734,133 189 90 146 13 45 195 183 32 30 9 105 77 33 142 41 41 2091 1131 517 2 9 68 2 1 39 117 9 1501 276 73 1227 276 7 1 50 4 2091 1131 517 2 215 99 974 341 176 68 1 415 163 84 69 175 4 644 9 702 649 1197 568 9 176 573 68 67 11 103 354 261 280 352 81 64 1 855 1076 59 37 8 19 1227 276 2 452 4 1501 276 2 1 11 13 5 80 92 83 214 234 959 276 10,0
1735,13 17 10 480 82 181 55 1 298 161 84 69 485 372 536 848 2 263 426 1 485 372 480 82 181 55 2 17 171 171 10,1
1736,11 242 232 311 2 63 149 1 11 242 232 311 2 378 94 1 11 242 232 311 2 256 483 1 11 242 232 311 2 521 598 1 11 242 232 311 2 286 170 1 11 242 232 311 2 8 1009 8 200 1 228 60 83 4 125 206 204 2 10 1059 293,0
1737,142 41 70 54 2 341 135 93 170 104 252 221 230 6 337 404 301 142 70 54 2 32 9 12 97 2 536 845 1286 259 6,1
1738,391 299 4 13 17 56 1 51 627 420 136 18 57 108 2 5 421 372 567 337 367 56 2 1 391 299 331 477 50 9 567 337 55 35 350 1 75 18 329 2 842 175 4 30 9 567 337 350 2 1 18 388 306 38 218 4 46 509 2345 1298 182 51 42 23 52 28 10 10 10,1
1739,11 23 7 12 19 171 177 123 58 105 77 1 701 299 87 369 35 30 9 481 50 57 2 835 81 244 769 1 98 186 192 448 9 314 27 937 168 59 2 1010 400 1 12 4 11 937 168 701 196 123 58 182 105 77 2 1 297 38 144 996 839 2 5 236 14 14 14 14 14 98 186 1 2180 756 2 94 195 32 5 17 1 662 373 1339 641 1 104 229 55 2 2180 756 26 44 248 214 1461 1 339 799 13 662 841 1 254 433 218 209 14 14 14 14 14,0
1740,333 90 532 38 132 28 1 318 7 8 19 38 754 1 88 86 20 8 19 238 162 162 162 1013 10 12 4 352 21 22 53 300 304 1 931 249 330 18 195 339 38 266 873 1 211 1005 88 254 2 13 17 1 281 221 5 236 2 65 1379 73 593 408 1103 379 1 51 42 211 65 191 1006 471 205 2 423 1005 6 667 164 4 1744 736 1 18 537 319 319 259 74 423 567 211 65 189 19 1744 736 1 1292 274 423 1446 1 1854 27 632 74 8 46 131 10 51 627 30 9 471 998 73 4067 260 272 324 1 44 5 88 86 78 218 206 204 10 12 8 489 7 59 146 480 356 315 525 2 235 221 373 623 405 1 13 5 66 1 1550 9 152 121 1137 1012 184 1215 193 81 55 2 446 130 1 164 775 272 2 315 528 3390 221 7 77 18 104 252 471 191 2 175 300 294 743 1 51 126 554 593 358 27 277 2 801 286 105 767 1 51 318 286 104 252 224 6 12 32 143 380 529 353 300 304 73 211 65 5 236 288 749 49 2 248 318 59 492 355 825 7 218 45 2 5 236 2 318 225 6 1097 508 315 528 73 1097 365 315 528 39 9 5 236 492 259 2 762 199 1 152 102 5 4 229 762 2 7 1 75 109 60 8 352 108 341 300 304 1 300 304 4 537 60 1813 9 2 108 341 21 22 53 300 304 1 18 9 679 2 205 394 254 65 107 280 457 88 371 588 2 109 135 1 389 101 4 319 52 10 18 235 221 373 300 304 318 1516 2 184 688 74 1 318 318 12 19 32 212 56 8 1556 184 534 10,1
1741,162 3 162 3 280 27 4 19 2189 2659 10 137 41 189 648 27 7 26 217 19 111 310 152 102 427 923 553 32 4 521 674 28 5 191 140 48 173 50 114 40 49 220 9 68 67,1
1742,134 122 17 2 8 165 131 64 1 1027 1023 305 2 403 267 289 565 537 7 6 134 122 764 586 159 368 6 88 27 436 416 1 11 73 11 213 1311 39 314 88 200 1168 7 6 26 9 1 131 57 936 336 1102 50 173 13 400 46 173 177 300 57 2 1039 2213 1 166 27 896 2091 5 1256 6 46 106 210 37 23 140 6 11 5 4 826 293 6,1
1743,449 64 1055 2206 7 6,0
1744,516 396 149 534 1 8 502 24 8 502 4052 1547 1 1195 596 444 2286 46 27 120 25 25 31 3 469 25 148 10 75 4 12 234 36 331 168 2453 443 91 2 51 42 361 67 8 402 27 91 2 51 42 24 591 361 67,1
1745,36 2 127 151 13 17 1 12 79 5 78 322 42 2361 258 10 84 69 2 36 105 68 69 37 69 523 10 84 69 2 36 196 136 69 37 69 332 1540 10 84 69 2 36 167 28 7 185 165 39 4 650 2 10 12 19 4 208 40 235 201 10 12 150 23 2 36 9 197 35 5 236 492 259 351 875 1 125 683 248 2 462 102 408 19 36 2318 657 7 232 440 510 72 185 165 4 967 1676 10 319 130 4 99 59 7 195 929 2022 645 5 203 10,1
1746,107 124 215 99 9 7 8 202 2 53 256 483 413 973 73 735 109 315 528 229 230 2 413 973 1 12 35 36 2 389 51 42 166 115 262 705 5 262 2099 652 6 36 57 82 160 54 29 34 119 503 556 492 357 52 13 954 1283 1 13 45 183 72 39 1862 877 28 7 1 5 59 18 962 128 195 183 1 19 27 419 60 416 259 5 588 6 104 107 335 637 2 33 62 16 54 54 556 492 73 120 31 148 593 466 51 42 357 52 190 45 79 293 1 773 462 12 214 19 4 54 29 34 119 503 556 492 2 248 79 6,1
1747,45 607 658 112 239 239 41 297 45 607 658 112 239 239 41 578 1271 55 9 114 40 645 212 497 60 114 40 93 170 26 9 12 40 46 2 645 212 415 610 210 235 418 1 11 44 23 8 19,1
1748,13 17 96 617 10 358 684 92 210 10,1
1749,35 36 4 555 664 491 3 79 28 782 995 2 36 3 30 9 13 416 377 2 940 1046 3 42 470 93 261 23 3 26 325 748 325 3 229 37 83 19 93 389 101 5 198,1
1750,286 93 104 5 66 1 365 47 104 252 45 582 442 5 66 20 4 409 282 523 1 424 79 111 284 23 235 37 59 59 1436 20 17 6,1
1751,2156 336 160 149 3 585 9 252 316 2 145 531 286 1 589 405 368 2162 1 371 194 370 221 310 64 2 139 230 272 1425 6 573 79 222 9 49 57 144 105 63 5 181 389 498,0
1752,573 79 4 65 55 363 9 79 3745 3307 15 804 483 85 45 7 1 11 5 52 5 18 353 360 83 414 1726 8 19 463 889 6 533 187 222 35 36 342 102 4 144 359 1 75 312 19 799 665 1046 320 52 39 13 416 377 1 564 44 700 74 139 37 940 240 1 5 370 221 270 122 374 803 6,1
1753,132 28 68 1 1253 64 38 544 102 262 8 117 634 1426 1 84 69 32 85 59 194 7 1 12 97 2 363 135 208 40 47 167 65 37 290 10 10 10 10 10,0
1754,11 13 103 23 61 147 301 147 38 509 204 553 95 243 373 131 815 65 135 2 174 674 873 2 797 1194 178 1 4 335 160 174 409 1092 482 178 2 1 298 161 84 69 175 38 9 350 10 10 10 428 428 10 10 10,0
1755,355 1070 46 106 132 28 280 68 8 202 44 900 387 702 649 1 211 168 877 64 1 24 24 901 510 286 1 667 164 4 1153 718 4 644 206 408 113 1754 1481 1 9 176 213 475 105 868 251 77 400 6 228 60 11 105 77 342 102 264 412 1 75 94 129 176 225 52 28 61 41 41 1363 2 485 711 6 333 90 11 20 417 7 8 150 68,0
1756,367 56 13 5 183 264 1 213 4 9 1596 2182 1 484 5 65 1 104 42 133 175 38 732 338 74 686 2 608 260 55 26 209 10 493 45 122 455 375 32 450 5 28 1 576 501 1078 753 2 193 375 129 185 4 1160 849 10 85 642 27 291 161 7 10 10 10,0
1757,107 180 1 63 94 241 152 650 1 322 948 1113 1794 8 258 667 209,0
1758,280 300 304 134 122 134 122 17 10 10,1
1759,85 1175 7 3 1356 17 96 469 469 1065 176 1854,1
1760,51 47 4 123 133 337 404 59 224 1 154 42 88 86 18 373 109 38 5 4 83 40 206 204 1 75 246 155 247 57 26 4 47 88 351 28 1384 1384 2 19 27 184 666 1 77 18 363 397 152 130 1 12 97 2 9 27 144 378 752 2 63 149 13 262 455 7 6 298 161 897 925 47 793 567 762 109 218 65 276 2 63 149 1 283 100 285 143 242 159 368 2 27 89 6,1
1761,625 550 475 1774 135 37 194 491 1 395 254 693 387 357 260 1 389 101 4 232 35 57 125 9 56 113 125 340 1060 479 591 2 8 35,1
1762,80 92 100 83 234 1009 248 1023 615 2 598 259 1 304 2874 27 237 2 1018 957,1
1763,415 163 587 81 390 2 4 45 46 2 1821 568 349 1 78 167 95 821 361 123 491 2 171 177 6,1
